Date,Open,High,Low,Close,Volume,Ticker
2023-03-09,151.36714931784533,152.3331506331596,148.08470016179072,148.43955993652344,53833600,AAPL
2023-03-10,148.0649820559655,148.78455331931613,145.50210448552664,146.37939453125,68572400,AAPL
2023-03-13,145.69922529511118,150.95311305935627,145.59079552733544,148.3212432861328,84457100,AAPL
2023-03-14,149.11967456920323,151.2093955139033,147.95653254628945,150.4109649658203,73695900,AAPL
2023-03-15,149.03095372752588,151.0615337650689,147.77908558210245,150.8052520751953,77167900,AAPL
2023-03-16,149.98714188743216,154.22574041738864,149.47456333381393,153.62445068359375,76161100,AAPL
2023-03-17,153.8511391851991,154.50171782493953,152.07684064085686,152.78656005859375,98944600,AAPL
2023-03-20,152.85558396503848,155.56631354554972,151.94870846939224,155.1522979736328,73641400,AAPL
2023-03-21,155.07344501678244,157.1237289497417,154.3045697408097,157.0054473876953,73938300,AAPL
2023-03-22,157.0251659140942,159.82460651427928,155.5564380089166,155.57615661621094,75701800,AAPL
2023-03-23,156.56188320802048,159.24304236266408,155.428296373163,156.6604461669922,67622100,AAPL
2023-03-24,156.5914588714899,158.0503200650471,155.5958872192805,157.96160888671875,59196500,AAPL
2023-03-27,157.6560126824132,158.47416184588545,155.61556566491817,156.01971435546875,52390300,AAPL
2023-03-28,155.71416498675424,156.226743517172,153.7525770821358,155.3987274169922,45992200,AAPL
2023-03-29,157.09415020907082,158.75016719414856,157.074446643704,158.4741668701172,51305700,AAPL
2023-03-30,159.22330893800608,160.1498879032855,158.96702721945866,160.0414581298828,49501700,AAPL
2023-03-31,160.12033413577524,162.64377453412575,159.597903820846,162.54519653320312,68749800,AAPL
2023-04-03,161.92419649331373,163.91533966892132,161.87490749491164,163.79705810546875,56976200,AAPL
2023-04-04,164.22093523724538,164.4574983782598,162.75220722625122,163.26478576660156,46278300,AAPL
2023-04-05,162.38749456021097,162.69306530915642,159.48947577581393,161.42147827148438,51511700,AAPL
2023-04-06,160.11042820166983,162.60431263964267,159.68657599119575,162.30859375,45390100,AAPL
2023-04-10,159.11488161033475,159.71617126464844,157.7940207437735,159.71617126464844,47716900,AAPL
2023-04-11,160.03160702009572,160.04145880285023,158.21787125365222,158.5037384033203,47644200,AAPL
2023-04-12,158.9177372546322,159.7457382241708,157.49829842634344,157.81373596191406,50133100,AAPL
2023-04-13,159.3218986080038,163.43234843413578,159.11489082873655,163.19577026367188,68445600,AAPL
2023-04-14,162.23959735915352,163.9449032227771,161.48060404043056,162.8507537841797,49386500,AAPL
2023-04-17,162.73249846964956,163.0282174547124,161.6876377578676,162.87049865722656,41516200,AAPL
2023-04-18,163.72803148121778,165.01932174992547,163.28444562876558,164.09274291992188,49923000,AAPL
2023-04-19,163.43233711220313,165.7586363174907,163.17604035173306,165.2362060546875,47720200,AAPL
2023-04-20,163.71820194187683,165.47278202514906,163.19577163848064,164.27020263671875,52456400,AAPL
2023-04-21,162.69308357933554,164.07308551692935,162.141082804298,162.66351318359375,58337300,AAPL
2023-04-24,162.643765839196,163.23520373133107,161.54961626736943,162.96905517578125,41949600,AAPL
2023-04-25,162.8310249745858,163.93502612600452,161.39186772429704,161.43130493164062,48714100,AAPL
2023-04-26,160.73147738017352,162.91977666468185,160.47519563222698,161.42147827148438,45498800,AAPL
2023-04-27,162.83104713478986,166.1529178634098,162.83104713478986,166.00506591796875,64902300,AAPL
2023-04-28,166.08393356927388,167.424513091262,165.4826438930684,167.25692749023438,55275900,AAPL
2023-05-01,166.86262693627947,168.0159171618742,166.23176694003394,167.16819763183594,52472900,AAPL
2023-05-02,167.66107793363267,167.91737470896658,165.1474894240389,166.13320922851562,48425700,AAPL
2023-05-03,167.07950544573387,168.47922575134587,164.77292473257992,165.05877685546875,65136000,AAPL
2023-05-04,162.53534351356944,164.6546351492701,161.9636242025262,163.4224853515625,81235400,AAPL
2023-05-05,168.5383592942621,171.8109560965244,168.32149974515366,171.0913848876953,113453200,AAPL
2023-05-08,170.0169462399646,171.36739258858663,169.65223472844943,171.0223846435547,55962800,AAPL
2023-05-09,170.57879765359286,171.06179068201072,169.14950709207488,169.31707763671875,45326900,AAPL
2023-05-10,170.54924563088602,171.54481722364216,169.4452292165715,171.08152770996094,53724500,AAPL
2023-05-11,171.36740735017244,172.09683043603525,169.71139012861647,171.26882934570312,49514700,AAPL
2023-05-12,171.3773983196224,171.81171738299747,168.79124488441096,170.34097290039062,45533100,AAPL
2023-05-15,170.92332917405315,170.97268634600138,169.2551561693846,169.847412109375,37266700,AAPL
2023-05-16,169.76844364659667,170.903583292935,169.58089543020992,169.847412109375,42110300,AAPL
2023-05-17,169.49204389326178,170.6962714054677,168.21869827349877,170.45938110351562,57951600,AAPL
2023-05-18,170.7653713447007,172.97644284674885,170.350798262134,172.7888946533203,65496700,AAPL
2023-05-19,174.11159953538055,174.11159953538055,172.68033195301507,172.89749145507812,55809500,AAPL
2023-05-22,171.7327611071874,172.45334281427654,171.20960812415922,171.94992065429688,43570900,AAPL
2023-05-23,170.89370662105455,171.1404774028389,169.0675968111729,169.34397888183594,50747300,AAPL
2023-05-24,168.88004898113246,170.19287135053577,168.3174194294986,169.620361328125,45143500,AAPL
2023-05-25,170.1830440486123,171.6537886011476,169.47234283142473,170.75555419921875,56058300,AAPL
2023-05-26,171.08127033696854,173.49962120538788,170.87397623432938,173.16400146484375,54835000,AAPL
2023-05-30,174.6742677286896,176.6780456265802,174.28930584342234,175.00987243652344,55964400,AAPL
2023-05-31,175.03947872320146,177.03339115324283,174.47683402760893,174.96051025390625,99625300,AAPL
2023-06-01,175.40468096744894,177.79342049505456,174.64462268903534,177.76380920410156,68901800,AAPL
2023-06-02,178.69168514468382,179.43199760539318,176.94454352013497,178.6127166748047,61996900,AAPL
2023-06-05,180.27099781019854,182.56102285189482,175.7402747725204,177.26039123535156,121946500,AAPL
2023-06-06,177.64539583674735,177.79345231801273,175.1381956348758,176.8952178955078,64848400,AAPL
2023-06-07,176.13511905525095,178.8693435880805,175.0295907510138,175.52313232421875,61944600,AAPL
2023-06-08,175.60209965770608,178.50412674833163,175.1677956906412,178.2376251220703,50214900,AAPL
2023-06-09,179.1556074319137,179.87617397731293,178.2968498358667,178.62258911132812,48900000,AAPL
2023-06-12,178.92856174317663,181.51471470308874,178.6324337942364,181.41600036621094,54274900,AAPL
2023-06-13,180.43883839987808,181.77139187803073,180.08348779336475,180.94224548339844,54929100,AAPL
2023-06-14,181.00143405215442,182.00826309164242,179.668880824476,181.57394409179688,57462900,AAPL
2023-06-15,181.5838370156226,184.11076766616947,181.4061542027307,183.6073455810547,65433200,AAPL
2023-06-16,184.31805138125782,184.57470266619666,181.88983501651188,182.53143310546875,101256200,AAPL
2023-06-20,182.02801364300083,183.69618663444365,182.02801364300083,182.62025451660156,49799100,AAPL
2023-06-21,182.51166200493424,183.01508403325016,180.2315024183292,181.5838165283203,49515700,AAPL
2023-06-22,181.3666633051449,184.63390612000734,181.29756025506936,184.5845489501953,51245300,AAPL
2023-06-23,183.15328303090953,185.13731475683954,182.6202496908907,184.2686767578125,53117000,AAPL
2023-06-26,184.4167547195407,185.6209974197008,182.83741558637178,182.8769073486328,48088700,AAPL
2023-06-27,183.48889069387212,185.9565986299679,183.27173119056016,185.630859375,50730800,AAPL
2023-06-28,185.50253915791174,187.44709427325768,185.17681495512898,186.8054962158203,51216800,AAPL
2023-06-29,186.6377214542116,187.61493939202603,186.49953038780623,187.14112854003906,46347300,AAPL
2023-06-30,189.1547673916645,191.96794560784363,188.78953634841974,191.46453857421875,85213200,AAPL
2023-07-03,191.27698682945007,191.37570117698604,189.28307449044232,189.9740447998047,31458200,AAPL
2023-07-05,189.09551742767218,190.4872931571664,188.15777642969255,188.85861206054688,46920300,AAPL
2023-07-06,187.3878577490578,189.53970680413252,186.75612514844465,189.33241271972656,45094300,AAPL
2023-07-07,188.9375920522482,190.1813114167851,187.7827065576724,188.21701049804688,46815000,AAPL
2023-07-10,186.81538047079187,187.5359621262765,184.6240543335807,186.1737823486328,59922200,AAPL
2023-07-11,186.71665587805697,186.85484691926047,184.18972537508213,185.65060424804688,46638100,AAPL
2023-07-12,187.22993768452707,189.22385000348103,186.03557542450565,187.31878662109375,60750200,AAPL
2023-07-13,188.03935020331573,188.72044002337208,187.32864909209994,188.07882690429688,41342300,AAPL
2023-07-14,187.77280284934832,188.7105287268448,187.1805620612046,188.22686767578125,41616200,AAPL
2023-07-17,189.42126802557274,191.81002272437502,189.33243414864154,191.48428344726562,50520200,AAPL
2023-07-18,190.85253399958415,191.81987127398517,189.93453883356673,191.2276153564453,48288200,AAPL
2023-07-19,190.60575926840173,195.6694855056854,190.1615598085878,192.57992553710938,80507300,AAPL
2023-07-20,192.57005054034346,193.93223012421538,190.01350876450033,190.6353759765625,59581200,AAPL
2023-07-21,191.59282688932564,192.4515843269373,188.75988828116408,189.46072387695312,71951700,AAPL
2023-07-24,190.91174763146105,192.392372294224,189.76672761078473,190.26026916503906,45377800,AAPL
2023-07-25,190.83280156435973,191.92846454581797,190.42809382758358,191.11904907226562,37283200,AAPL
2023-07-26,191.16839008411552,193.112945076557,190.82292002182845,191.9876708984375,47471900,AAPL
2023-07-27,193.48807951397325,194.65283061947835,190.06289913711862,190.7242431640625,47460200,AAPL
2023-07-28,192.15547128634879,194.0901608500724,191.63231843190331,193.3004913330078,48291400,AAPL
2023-07-31,193.52751377225187,193.9519673452193,192.7378442652397,193.9124755859375,38824100,AAPL
2023-08-01,193.7051954277144,194.1888565133771,192.75758901252786,193.0833282470703,35175100,AAPL
2023-08-02,192.52069974591456,192.65889079076135,189.37191700535638,190.0924835205078,50389300,AAPL
2023-08-03,189.09555647139584,189.8852110681393,188.22691834094286,188.70071411132812,61235200,AAPL
2023-08-04,183.12366926443607,184.9596445164711,179.57016391801557,179.63926696777344,115956800,AAPL
2023-08-07,179.77748800777417,180.76457131743229,175.0592309925441,176.53985595703125,97576100,AAPL
2023-08-08,177.3690050706545,177.94151520653074,175.2862586525361,177.4775848388672,67823000,AAPL
2023-08-09,178.53374257918168,178.59296516430098,174.72360063232372,175.88836669921875,60378500,AAPL
2023-08-10,177.16169386807627,178.41529378720278,175.30598763799586,175.67120361328125,54686900,AAPL
2023-08-11,175.2659575562626,176.5508864753638,174.5048729038775,175.73049926757812,52036700,AAPL
2023-08-14,175.90841909398483,177.60849603671858,175.2560608313475,177.38116455078125,43675600,AAPL
2023-08-15,176.80786722765603,177.40090780634856,174.99906405268155,175.39442443847656,43622600,AAPL
2023-08-16,175.07815356283987,176.47180884084688,174.45544657600635,174.52464294433594,46964900,AAPL
2023-08-17,175.08801600845376,175.4537251155125,171.47040969711574,171.98439025878906,66062900,AAPL
2023-08-18,170.30410101859755,173.07166917955516,169.96804315644715,172.46873474121094,61172200,AAPL
2023-08-21,173.04203097276417,174.08974972921308,171.7274356199635,173.8031005859375,46311900,AAPL
2023-08-22,175.00895776189057,175.62177093693052,174.2083431088137,175.17698669433594,42038900,AAPL
2023-08-23,176.45205395893973,179.44695366375947,176.264252478764,179.0219268798828,52722800,AAPL
2023-08-24,178.57713623123834,179.0021629998802,173.97111355320405,174.3368377685547,54945800,AAPL
2023-08-25,175.3252527852027,177.07473842454561,173.78332608108835,176.54100036621094,51449600,AAPL
2023-08-28,178.00387451255935,178.49808262553688,176.48172016068384,178.10272216796875,43820700,AAPL
2023-08-29,177.61835511729424,182.75811538578077,177.42067493043544,181.98715209960938,53003900,AAPL
2023-08-30,182.7976884731864,185.67398314097,182.6000082560471,185.47628784179688,60813900,AAPL
2023-08-31,185.664059053514,186.9292303353549,185.30822868786927,185.69371032714844,60794500,AAPL
2023-09-01,187.29497110047913,187.7199827815663,186.09898099052413,187.26531982421875,45766500,AAPL
2023-09-05,186.09899903788357,187.7793035443977,185.43676200045883,187.50254821777344,45280000,AAPL
2023-09-06,186.21757793807612,186.66237722656214,179.36786194540127,180.7911834716797,81755800,AAPL
2023-09-07,173.15070839406067,176.14562276256126,171.5297067502884,175.50314331054688,112488800,AAPL
2023-09-08,176.2840107997074,178.15211655476327,175.7304851357375,176.115966796875,65551300,AAPL
2023-09-11,177.98410020535158,178.21143169284028,175.28571330476424,177.28231811523438,58953100,AAPL
2023-09-12,177.4108476610135,178.0434334916735,172.79494533569144,174.25779724121094,90370200,AAPL
2023-09-13,174.46533118918654,175.24618840249718,171.96463950783718,172.19198608398438,84267900,AAPL
2023-09-14,171.98441978182902,174.06009984649242,171.5692867853032,173.7042694091797,60895800,AAPL
2023-09-15,174.43566940930017,174.45544195430384,171.806494041059,172.98269653320312,109259500,AAPL
2023-09-18,174.4356561798522,177.30207170667876,174.12924962468128,175.9084014892578,67257600,AAPL
2023-09-19,175.46361863431386,177.54917706999674,175.07813698421282,176.99566650390625,51826900,AAPL
2023-09-20,177.18347129792434,177.61837681135137,173.36818440563272,173.4571533203125,58436200,AAPL
2023-09-21,172.52801984046553,174.25774788080986,171.84601037143327,171.91519165039062,63149100,AAPL
2023-09-22,172.64665367280514,175.02874030453424,172.03384046276338,172.7652587890625,56725400,AAPL
2023-09-25,172.18204128521035,174.9199574640653,172.13261747537695,174.04026794433594,46172700,AAPL
2023-09-26,172.79493440563715,173.17052232124786,169.6715354659317,169.9680633544922,64588900,AAPL
2023-09-27,170.62036773962245,171.03550065621633,167.09173040755883,168.4557342529297,66921800,AAPL
2023-09-28,167.3783703364052,170.03721192481018,165.678293523344,168.71273803710938,56294400,AAPL
2023-09-29,170.02734498983367,171.06518493104676,168.36679806748614,169.2267303466797,51861100,AAPL
2023-10-02,169.2365980179806,172.28092127496365,168.94994891630552,171.73728942871094,52164500,AAPL
2023-10-03,170.2645306917589,171.61867083541966,168.84122435442626,170.4029083251953,49594600,AAPL
2023-10-04,169.10810929534875,172.19197782627828,168.98950418793981,171.64834594726562,53020300,AAPL
2023-10-05,171.77684421895017,173.41761872545223,170.67970163713667,172.88388061523438,48527900,AAPL
2023-10-06,171.78673241813826,175.92819856079907,171.17390414032383,175.43399047851562,57266700,AAPL
2023-10-09,174.76185568517045,176.9759132731787,173.76356081110382,176.91661071777344,42390800,AAPL
2023-10-10,176.0368980965743,177.63812721273464,175.88862664528037,176.3235321044922,43698000,AAPL
2023-10-11,176.13575227199846,177.76664794425923,175.54271164011269,177.71722412109375,47551100,AAPL
2023-10-12,177.98411345020415,180.2278073787141,176.96603088257305,178.61669921875,56743100,AAPL
2023-10-13,179.31846581874476,179.82255265296823,176.0764618780152,176.7782440185547,51427100,AAPL
2023-10-16,174.70256857703768,177.00558020178707,174.46534325240765,176.64974975585938,52517000,AAPL
2023-10-17,174.60370757241088,176.35320838797153,172.77514673671925,175.09791564941406,57549400,AAPL
2023-10-18,173.5461178040648,175.5229501994882,173.08156098457755,173.8031005859375,54764400,AAPL
2023-10-19,174.0007735918687,175.77992569036093,173.16062890788183,173.42750549316406,59302900,AAPL
2023-10-20,173.2792242572037,173.38795063159753,170.64015507731645,170.87738037109375,64244000,AAPL
2023-10-23,168.93020088937016,171.99428177951037,167.96154224302492,170.99598693847656,55980100,AAPL
2023-10-24,171.04542648826694,171.6582397062376,169.46395453488128,171.430908203125,43816600,AAPL
2023-10-25,169.88895954662036,171.05528327402416,168.6731969171006,169.1179962158203,57157000,AAPL
2023-10-26,168.39647143119544,169.39478149468584,163.7509180796386,164.956787109375,70625300,AAPL
2023-10-27,164.97650930984952,167.00276501731565,164.89743422425718,166.27133178710938,58499100,AAPL
2023-10-30,167.06210513671374,169.18719386762373,166.91383366211736,168.3173828125,51131000,AAPL
2023-10-31,167.38826013413149,168.92029290970513,165.9550448299652,168.79180908203125,44846000,AAPL
2023-11-01,169.01916053768616,172.2117404582064,168.14934950515965,171.9547576904297,56934900,AAPL
2023-11-02,173.4868054165182,175.7206204672586,173.42750286114074,175.5130615234375,77334800,AAPL
2023-11-03,172.2216424329047,174.77175801380423,171.34195262679097,174.6037139892578,79829200,AAPL
2023-11-06,174.33683183407777,177.35148879200258,174.16880291146146,177.15380859375,63841300,AAPL
2023-11-07,177.1043884447924,180.32663456302825,176.89682951103612,179.7138214111328,70530000,AAPL
2023-11-08,180.23770048559436,181.32494925868284,179.48649451949703,180.7714385986328,49340300,AAPL
2023-11-09,180.84059837026544,181.98714947029399,179.7039109186948,180.29696655273438,53763500,AAPL
2023-11-10,182.07848170612579,184.65175539538808,181.6430032262288,184.48348999023438,66133400,AAPL
2023-11-13,183.9094650326421,184.11729742228064,182.31601793716675,182.8999481201172,43627500,AAPL
2023-11-14,185.77012344749633,186.17591157835597,184.38452385663774,185.51280212402344,60108400,AAPL
2023-11-15,185.91857611582427,187.55160515956638,185.84928859059917,186.07691955566406,53790500,AAPL
2023-11-16,187.6209157424311,188.9966236513369,186.7103615664657,187.7594757080078,54412900,AAPL
2023-11-17,188.29390964052354,188.42257785422723,186.63119011836693,187.7396697998047,50922700,AAPL
2023-11-20,187.93760923589429,189.93684445013852,187.92771748948175,189.4815673828125,46505100,AAPL
2023-11-21,189.442003783256,189.5508734120303,187.78917585688575,188.67991638183594,38134500,AAPL
2023-11-22,189.52115946327928,190.9463411053134,188.8679417719912,189.34300231933594,39617700,AAPL
2023-11-24,188.9075250877743,188.93721542830764,187.30418629136327,188.01678466796875,24048300,AAPL
2023-11-27,187.9672912540552,188.7095799535061,186.95777439426936,187.838623046875,40552600,AAPL
2023-11-28,187.82873180101734,189.1153685705385,187.45263402635211,188.44235229492188,38415400,AAPL
2023-11-29,188.93722623545,190.11499348364924,187.02707707633283,187.42295837402344,43014200,AAPL
2023-11-30,187.88813964798328,188.36321535895866,186.2551103094808,187.99700927734375,48794400,AAPL
2023-12-01,188.37308016671426,189.59042941044567,187.2843840288066,189.2737274169922,45704800,AAPL
2023-12-04,188.0266937107449,188.0959812462982,185.5227074160739,187.4823455810547,43389500,AAPL
2023-12-05,188.25431775925796,192.40122460244103,188.22461231756913,191.43130493164062,66628400,AAPL
2023-12-06,192.4507413057332,192.75755159573393,190.1348038567878,190.3426513671875,41089700,AAPL
2023-12-07,191.63916388460834,192.99507315570867,191.59956669458757,192.2725830078125,47477700,AAPL
2023-12-08,192.2032849129047,193.97488907234165,191.67873543823174,193.69776916503906,53406400,AAPL
2023-12-11,191.12452944175106,191.50062728331056,189.45190285406377,191.1938018798828,60943700,AAPL
2023-12-12,191.094792823406,192.71793007544312,189.74877546060196,192.70803833007812,52696900,AAPL
2023-12-13,193.08412007779322,195.96420366520786,192.84659737493098,195.92462158203125,70404200,AAPL
2023-12-14,195.98404908233329,197.56758952005956,194.14317218582164,196.0731201171875,66831600,AAPL
2023-12-15,195.4990533238864,196.36010340669733,194.97450383643803,195.5386505126953,128538400,AAPL
2023-12-18,194.0738561652729,194.60831249977454,192.39133809002112,193.87591552734375,55751900,AAPL
2023-12-19,194.14313632648785,194.92500710230044,193.87590816937887,194.9151153564453,40714100,AAPL
2023-12-20,194.87552171417178,195.64750075817219,192.82681274414062,192.82681274414062,52242800,AAPL
2023-12-21,194.08377332368417,195.05369307239374,191.51049958819766,192.67835998535156,46482500,AAPL
2023-12-22,193.173238924369,193.40088504018271,190.98596961710052,191.6094970703125,37149600,AAPL
2023-12-26,191.61934905102697,191.89646895007564,190.8473700319769,191.0651092529297,28919300,AAPL
2023-12-27,190.5108903848591,191.5105004803971,189.12527563548673,191.16409301757812,48087700,AAPL
2023-12-28,192.14390044821914,192.65855816674446,191.18387253758047,191.58966064453125,34049900,AAPL
2023-12-29,191.90635467026271,192.40121377472641,189.75866796911842,190.55044555664062,42672100,AAPL
2024-01-02,185.22577720716953,186.5025222946912,181.99930092657837,183.73130798339844,82488700,AAPL
2024-01-03,182.32588522412956,183.968821035463,181.543999401021,182.35557556152344,58414500,AAPL
2024-01-04,180.277195595857,181.2075332827541,179.02026413555495,180.0396728515625,71983600,AAPL
2024-01-05,180.1188384374096,180.88091065327836,178.31754388665928,179.31715393066406,62379700,AAPL
2024-01-08,180.21777638123424,183.69169679289456,179.63384629047616,183.652099609375,59144500,AAPL
2024-01-09,182.0289926299427,183.24634194188326,180.85122540618832,183.2364501953125,42841800,AAPL
2024-01-10,182.45457200324566,184.48348240733844,182.02898528742006,184.27565002441406,46792900,AAPL
2024-01-11,184.6220377994394,185.12680377786887,181.73206228896322,183.6818084716797,49128400,AAPL
2024-01-12,184.14698280822722,184.8199990991005,183.28593272766105,184.0084228515625,40477800,AAPL
2024-01-16,180.28708678689063,182.36548612847807,179.0697224204938,181.74197387695312,65603000,AAPL
2024-01-17,179.40625114511818,181.04917214343425,178.44622312883942,180.80174255371094,47317400,AAPL
2024-01-18,184.17668914088887,187.1953332109462,183.9193677995691,186.69058227539062,78005800,AAPL
2024-01-19,187.38340138142036,189.976458962962,186.87865039397764,189.59046936035156,68903000,AAPL
2024-01-22,190.32283587135973,193.32168117146784,190.2832386815117,191.896484375,60133900,AAPL
2024-01-23,193.01485907067706,193.7373491711095,191.83709192633378,193.17320251464844,42355600,AAPL
2024-01-24,193.41072200510203,194.36085808840235,192.34182457460193,192.50018310546875,53631300,AAPL
2024-01-25,193.21282181305796,194.2520291241628,191.1245154438125,192.17361450195312,54822100,AAPL
2024-01-26,192.27255880614135,192.75751105858055,189.966513589549,190.4415740966797,44594000,AAPL
2024-01-29,190.03580216218106,190.22385105233468,187.63079398239137,189.75868225097656,47145600,AAPL
2024-01-30,188.97683613469175,189.82799457367844,185.54251203451676,186.1066436767578,55859400,AAPL
2024-01-31,185.11691469411622,185.17631048108575,182.45458500160478,182.50405883789062,55467800,AAPL
2024-02-01,182.0982797244824,185.02783750412453,181.93002942176474,184.9387664794922,64885400,AAPL
2024-02-02,178.01074479617154,185.40394215196616,177.40701599262258,183.9391632080078,102551700,AAPL
2024-02-05,186.2155198305614,187.30421616342255,183.92927263345797,185.75035095214844,69668800,AAPL
2024-02-06,184.93876832266957,187.36357521832525,184.8496972971495,187.3536834716797,43490800,AAPL
2024-02-07,188.67988890685803,189.08567701882757,186.6707620426896,187.46253967285156,53439000,AAPL
2024-02-08,187.44276462432762,187.59121634154823,185.42374576060666,186.38377380371094,40962000,AAPL
2024-02-09,186.9486117161699,188.27653811843788,186.30447993507684,187.14682006835938,45155200,AAPL
2024-02-12,186.72067805809255,186.96842336096995,185.1053738445565,185.46212768554688,41781900,AAPL
2024-02-13,184.094566630165,184.53060074172208,181.85493962465304,183.3711395263672,56529500,AAPL
2024-02-14,183.64865818230027,183.85675578337245,180.79462725534452,182.48919677734375,54630500,AAPL
2024-02-15,181.8946109768474,182.82613576875198,179.71445525689393,182.20181274414062,65434500,AAPL
2024-02-16,181.76579187183052,183.18290302222294,180.03157456209792,180.66580200195312,49752500,AAPL
2024-02-20,180.15046783149373,180.78469520216953,178.3766181157698,179.92254638671875,53665600,AAPL
2024-02-21,180.29914247718926,181.24057170015067,179.03068760645021,180.67572021484375,41371400,AAPL
2024-02-22,181.82524161821627,183.29190480468338,180.81445159653885,182.70721435546875,52292200,AAPL
2024-02-23,183.3414504606763,183.37117869088894,180.58652357235425,180.87391662597656,45119700,AAPL
2024-02-26,180.5963996998619,181.11169898060157,179.02072827105397,179.52613830566406,40867400,AAPL
2024-02-27,179.46672518750105,182.2612846793882,177.94060546909574,180.98292541503906,54318900,AAPL
2024-02-28,180.86396404098633,181.46846314665845,178.50543918901624,179.78379821777344,48953900,AAPL
2024-02-29,179.63515696026653,180.9234354771045,177.9108443188521,179.11984252929688,136682600,AAPL
